0 0 0 1.10991 11.0102 -1.26777
0 0 0 0.792116 11.4385 -1.25707
0 0 0 -1.07505 31.7438 0.137735
0 0 0 0.312365 11.8963 -1.2412
0 0 0 -0.11037 12.2075 -1.19808
0 0 0 0.439329 11.1378 -1.55364
0 0 0 -0.717571 14.8751 -1.32465
0 0 0 -1.06206 12.645 -1.09925
0 0 0 -0.3476 9.43674 -1.17161
0 0 0 -0.702927 10.0734 -1.20411
0 0 0 1.50152 14.778 -0.701351
0 0 0 1.52866 13.2682 -1.08232
0 0 0 1.0337 12.8874 -0.966921
0 0 0 0.931774 32.9278 -1.43043
0 0 0 -0.298419 31.9123 -1.20295
0 0 0 3.6721 35.683 0.554993
0 0 0 2.25062 34.2667 0.751185
0 0 0 4.35288 37.3062 -0.736337
0 0 0 2.75187 34.8331 -0.484667
0 0 0 0.950925 32.8972 0.903859
0 0 0 -0.278265 31.7819 1.06886
0 0 0 1.43557 33.9337 -0.277517
0 0 0 0.149818 32.1624 -0.0410421
0 0 0 0.779024 5.20739 -2.13111
0 0 0 0.536525 5.53264 -2.21223
0 0 0 -0.658803 10.3389 -2.05612
0 0 0 -1.27674 11.0684 -2.10596
0 0 0 0.161003 5.65692 -2.1933
0 0 0 -0.134381 5.7639 -2.18053
0 0 0 0.24101 4.80549 -2.15526
0 0 0 -0.00309633 4.98038 -2.1903
0 0 0 -0.541608 5.94948 -2.19064
0 0 0 -0.864913 6.03741 -2.15807
0 0 0 -0.368171 5.06241 -2.16705
0 0 0 -0.644553 5.21665 -2.17188
0 0 0 1.07053 7.20819 -2.09219
0 0 0 0.725386 7.63267 -2.15535
0 0 0 1.06079 6.14514 -2.14975
0 0 0 0.757994 6.45798 -2.19563
0 0 0 0.22887 7.84368 -2.17308
0 0 0 -0.184717 8.236 -2.16162
0 0 0 0.339003 6.57473 -2.15628
0 0 0 -0.00884717 6.79794 -2.17276
0 0 0 -0.716938 8.39877 -2.12949
0 0 0 -1.22486 8.8342 -2.15348
0 0 0 -0.461259 6.98284 -2.16356
0 0 0 -0.860244 7.22495 -2.17307
0 0 0 1.47118 10.0937 -1.81706
0 0 0 0.973075 10.5862 -1.82453
0 0 0 1.50513 8.88362 -2.08929
0 0 0 1.08646 9.46922 -2.15462
0 0 0 0.332665 10.7861 -1.77848
0 0 0 -0.206497 9.66567 -1.47709
0 0 0 0.512671 9.7625 -2.12844
0 0 0 -0.00650639 10.3946 -2.17029
0 0 0 1.1431 10.9928 -1.26592
0 0 0 0.825948 11.4062 -1.25328
0 0 0 -0.977929 31.8392 0.137535
0 0 0 -0.882555 13.114 0.248233
0 0 0 0.346699 11.7959 -1.22918
0 0 0 -0.0718894 12.2 -1.19719
0 0 0 0.473517 11.1166 -1.55052
0 0 0 -0.671323 14.8913 -1.32609
0 0 0 -1.0079 12.474 -1.08136
0 0 0 -0.315679 9.36857 -1.16158
0 0 0 -0.826183 12.3082 -1.51455
0 0 0 1.57396 13.2929 -1.08518
0 0 0 1.07474 12.8899 -0.96745
0 0 0 1.03835 33.0202 -1.43517
0 0 0 -0.198801 32.0094 -1.2072
0 0 0 0.11693 14.1252 -0.915358
0 0 0 -0.412896 13.0459 -0.75542
0 0 0 -0.875714 13.2341 -0.697268
0 0 0 3.7857 35.6848 0.555124
0 0 0 2.3657 34.3669 0.75289
0 0 0 4.57216 38.1393 -0.757715
0 0 0 1.05776 32.9975 0.906048
0 0 0 -0.178835 31.8531 1.07076
0 0 0 1.53409 33.751 -0.274983
0 0 0 0.251619 32.2536 -0.0417473
0 0 0 0.797087 5.21578 -2.13578
0 0 0 0.555568 5.54921 -2.2199
0 0 0 -0.628412 10.3761 -2.06354
0 0 0 -1.24827 11.127 -2.11696
0 0 0 0.178395 5.64523 -2.18876
0 0 0 -0.116639 5.78293 -2.18794
0 0 0 0.259156 4.8553 -2.17906
0 0 0 0.012419 5.00032 -2.1995
0 0 0 -0.522486 5.94565 -2.18851
0 0 0 -0.847799 6.05313 -2.16297
0 0 0 -0.353664 5.08542 -2.17687
0 0 0 -0.630026 5.23327 -2.17827
0 0 0 1.09239 7.19909 -2.09043
0 0 0 0.750442 7.64169 -2.15872
0 0 0 1.07978 6.13985 -2.14904
0 0 0 0.778152 6.45546 -2.1956
0 0 0 0.253538 7.83909 -2.17196
0 0 0 -0.158502 8.22121 -2.15738
0 0 0 0.0126003 6.79792 -2.17275
0 0 0 -0.688458 8.3741 -2.1223
0 0 0 -1.19313 8.80927 -2.14609
0 0 0 -0.438523 6.971 -2.15924
0 0 0 -0.836681 7.22011 -2.17069
0 0 0 1.49635 10.0462 -1.80883
0 0 0 1.01211 10.6457 -1.83605
0 0 0 1.52981 8.8597 -2.08452
0 0 0 1.11727 9.47534 -2.15692
0 0 0 0.366775 10.7909 -1.77951
0 0 0 -0.176469 9.68015 -1.47939
0 0 0 0.54461 9.78024 -2.13291
0 0 0 0.0261414 10.4043 -2.17242
0 0 0 1.17683 10.9812 -1.26487
0 0 0 0.8635 11.4272 -1.25629
0 0 0 -0.879469 31.9062 0.137396
0 0 0 -0.829536 12.9393 0.247672
0 0 0 0.385219 11.8343 -1.23397
0 0 0 -0.0343078 12.3672 -1.21629
0 0 0 0.50625 11.0676 -1.54307
0 0 0 0.129931 11.6282 -1.56477
0 0 0 -0.6249 14.9054 -1.32732
0 0 0 -0.834415 13.0184 -1.61292
0 0 0 1.00849 13.8798 -0.561398
0 0 0 1.62041 13.3253 -1.0888
0 0 0 1.11915 12.932 -0.971574
0 0 0 1.14558 33.1143 -1.44001
0 0 0 -0.0979935 31.9564 -1.20484
0 0 0 -1.29234 31.526 -0.986636
0 0 0 -0.961097 12.5366 -0.195579
0 0 0 -0.362 12.6783 -0.728378
0 0 0 -0.840811 13.3385 -0.704178
0 0 0 3.91943 35.8691 0.557039
0 0 0 2.48143 34.4668 0.754594
0 0 0 4.68636 38.0789 -0.756555
0 0 0 1.16459 33.0795 0.907857
0 0 0 -0.0790323 31.9459 1.07326
0 0 0 1.63936 33.7279 -0.274724
0 0 0 0.362297 33.1644 -0.0487511
0 0 0 0.817552 5.23863 -2.14671
0 0 0 0.571447 5.53268 -2.21371
0 0 0 -0.612833 10.6869 -2.12854
0 0 0 -1.20727 11.0764 -2.106
0 0 0 0.195569 5.62978 -2.18271
0 0 0 -0.0980227 5.7666 -2.18132
0 0 0 0.271727 4.80929 -2.1578
0 0 0 0.0280484 4.99296 -2.19613
0 0 0 -0.503843 5.94733 -2.18853
0 0 0 -0.828763 6.05582 -2.16299
0 0 0 -0.335447 5.05009 -2.16053
0 0 0 -0.612282 5.22437 -2.17353
0 0 0 1.11659 7.20504 -2.09332
0 0 0 0.773695 7.63155 -2.15642
0 0 0 1.0984 6.13266 -2.14764
0 0 0 0.80213 6.48467 -2.20693
0 0 0 0.279215 7.86129 -2.17868
0 0 0 -0.132569 8.21598 -2.1558
0 0 0 0.381282 6.58373 -2.16017
0 0 0 0.0340497 6.79968 -2.17337
0 0 0 -0.663364 8.39171 -2.12644
0 0 0 -1.17119 8.85528 -2.15696
0 0 0 -0.417248 6.98377 -2.16296
0 0 0 -0.815144 7.23225 -2.17371
0 0 0 1.52063 9.9948 -1.79985
0 0 0 1.01458 10.3193 -1.77659
0 0 0 1.5581 8.85674 -2.08498
0 0 0 1.14698 9.47169 -2.1569
0 0 0 0.400451 10.7837 -1.77846
0 0 0 -0.146739 9.71624 -1.48529
0 0 0 0.576188 9.79011 -2.13558
0 0 0 0.0587696 10.3884 -2.16896
0 0 0 1.21538 11.0129 -1.26958
0 0 0 0.882891 11.2087 -1.22884
0 0 0 -0.781962 32.031 0.137132
0 0 0 -0.794031 13.0257 0.247937
0 0 0 0.423984 11.8726 -1.23876
0 0 0 0.00475641 12.2839 -1.20676
0 0 0 0.540596 11.056 -1.5415
0 0 0 0.167087 11.685 -1.57342
0 0 0 -0.578101 14.9114 -1.32774
0 0 0 -0.983405 13.1824 -1.15344
0 0 0 -0.257249 9.40011 -1.16589
0 0 0 -0.74075 12.1831 -1.49646
0 0 0 1.48293 13.3608 -0.615501
0 0 0 1.05331 13.8923 -0.562269
0 0 0 1.66832 13.3675 -1.09338
0 0 0 1.16193 12.9521 -0.973721
0 0 0 1.25326 33.2041 -1.44465
0 0 0 -0.511995 13.1235 -0.291674
0 0 0 -0.916447 12.47 -0.19336
0 0 0 -0.331579 13.0922 -0.758646
0 0 0 -0.787136 13.1501 -0.691212
0 0 0 4.04403 35.9615 0.558062
0 0 0 2.59573 34.5383 0.755856
0 0 0 4.64833 36.8204 -0.725146
0 0 0 3.10001 35.032 -0.489154
